Gerencia;Cliente;Sistema;Modulo;Classificacao;TipoFalha;Prioridade;Dificuldade;Colaborador
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Movimentação;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Fechamento;Suporte;Falha de Sistema;Alta;Difícil 1;Leonardo Veiga
Atendimento;CAPOF;Sistema de Empréstimo;Empréstimo - Parâmetros;Suporte;Procedimento;Crítica;Fácil;Leonardo Veiga
Atendimento;FABASA;Sistema Contábil;Contábil - Integração;Suporte;Falha de Sistema;Crítica;Fácil;Leonardo Veiga
Atendimento;FAPECE;Sistema Contábil;Contábil - Movimentação;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;FABASA;Sistema Financeiro;Contábil - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Difícil 1;Leonardo Veiga
Atendimento;CERES;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Leonardo Veiga
Atendimento;CERES;Sistema de Atendimento;Atendimento - Emprestimos;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Desenvolvimento;FABASA;Sistema de Benefícios;Benefício - Geração de Cobrança Mensal;Suporte;Procedimento;Média;Fácil;Leonardo Veiga
Atendimento;FABASA;Sistema de Empréstimo;Empréstimo - Liquidação;Suporte;Falha de Sistema;Alta;Médio;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Fechamento;Suporte;Falha de Sistema;Crítica;Difícil 1;Leonardo Veiga
Atendimento;FASCEMAR;Sistema de Empréstimo;Empréstimo - Fechamento;Suporte;Falha de Sistema;Crítica;Fácil;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Concessão;Suporte;Falha de Sistema;Crítica;Fácil;Leonardo Veiga
Atendimento;CERES;Sistema Internet;Site;Suporte;Falha de Sistema;Crítica;Fácil;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Amortização Extra;Suporte;Falha de Sistema;Crítica;Médio;Leonardo Veiga
Atendimento;CERES;Sistema de Empréstimo;Empréstimo - Parâmetros;Suporte;Falha de Sistema;Alta;Médio;Leonardo Veiga
Atendimento;CERES;Sistema Internet;Serviços online;Suporte;Falha de Sistema;Crítica;Médio;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Amortização Extra;Suporte;Falha de Sistema;Crítica;Fácil;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Fechamento;Suporte;Falha de Sistema;Crítica;Difícil 2;Leonardo Veiga
Atendimento;CAPOF;Sistema de Investimento;Investimentos - Integração;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Contábil - Relatórios;Suporte;Falha de Sistema;Crítica;Difícil 1;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Script;Suporte;Falha de Operação;Alta;Difícil 1;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Relatórios;Requisição;Falha de Sistema;Alta;Médio;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Fechamento;Suporte;Falha de Sistema;Crítica;Médio;Leonardo Veiga
Atendimento;CERES;Sistema Internet;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Difícil 1;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Amortização Extra;Suporte;Falha de Sistema;Crítica;Difícil 1;Leonardo Veiga
Atendimento;SARAHPREV;Sistema Contábil;Contábil - Movimentação;Suporte;Procedimento;Baixa;Difícil 3;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Amortização Extra;Suporte;Falha de Sistema;Crítica;Difícil 3;Leonardo Veiga
Atendimento;FABASA;Sistema de Empréstimo;Empréstimo - Integração Patrocinadora;Suporte;Falha de Sistema;Crítica;Difícil 1;Leonardo Veiga
Atendimento;CAPOF;Sistema de Investimento;Investimentos - Cálculo da TIR;Suporte;Falha de Sistema;Média;Fácil;Leonardo Veiga
Atendimento;FABASA;Sistema de Empréstimo;Empréstimo - Concessão;Suporte;Falha de Sistema;Crítica;Fácil;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Relatórios;Suporte;Falha de Sistema;Crítica;Difícil 1;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Fechamento;Suporte;Falha de Sistema;Crítica;Difícil 1;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Desenvolvimento;FASCEMAR;Sistema de Empréstimo;Empréstimo - Liquidação;Suporte;Falha de Sistema;Crítica;Fácil;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Integração Cobrança Banco;Suporte;Falha de Sistema;Crítica;Fácil;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Amortização Extra;Suporte;Falha de Sistema;Crítica;Fácil;Leonardo Veiga
Atendimento;FUNCASAL;Sistema de Empréstimo;Empréstimo - Amortização Individual;Suporte;Falha de Sistema;Crítica;Fácil;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Amortização Extra;Suporte;Falha de Sistema;Crítica;Difícil 1;Leonardo Veiga
Atendimento;CERES;Sistema Internet;Serviços online;Suporte;Falha de Sistema;Crítica;Fácil;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Fechamento;Suporte;Falha de Sistema;Crítica;Médio;Leonardo Veiga
Atendimento;FASCEMAR;Sistema de Empréstimo;Empréstimo - Fechamento;Suporte;Falha de Sistema;Crítica;Difícil 1;Leonardo Veiga
Atendimento;CERES;Sistema Internet;Serviços online;Suporte;Melhorias;Alta;Médio;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Amortização Extra;Suporte;Falha de Sistema;Alta;Difícil 3;Leonardo Veiga
Atendimento;CERES;Sistema Internet;Empréstimo - Concessão;Suporte;Melhorias;Alta;Difícil 3;Leonardo Veiga
Atendimento;CERES;Sistema Internet;Serviços online;Suporte;Falha de Sistema;Crítica;Médio;Leonardo Veiga
Atendimento;CERES;Sistema de Empréstimo;Serviços online;Suporte;Falha de Sistema;Crítica;Difícil 1;Leonardo Veiga
Atendimento;CERES;Sistema Internet;Empréstimo - Concessão;Suporte;Melhorias;Alta;Difícil 1;Leonardo Veiga
Atendimento;CERES;Sistema Internet;Site;Suporte;Melhorias;Alta;Difícil 1;Leonardo Veiga
Atendimento;CERES;Sistema de Empréstimo;Empréstimo - Concessão;Suporte;Melhorias;Alta;Difícil 1;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Relatórios;Suporte;Falha de Sistema;Alta;Médio;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Relatórios;Suporte;Falha de Sistema;Alta;Difícil 2;Leonardo Veiga
Atendimento;FASCEMAR;Sistema de Empréstimo;Empréstimo - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Relatórios;Suporte;Falha de Sistema;Alta;Médio;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Amortização Individual;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Amortização Extra;Suporte;Falha de Sistema;Alta;Difícil 3;Leonardo Veiga
Atendimento;CERES;Sistema de Empréstimo;Empréstimo - Concessão;Suporte;Falha de Sistema;Alta;Médio;Leonardo Veiga
Atendimento;CERES;Sistema Internet;Site;Suporte;Falha de Sistema;Alta;Difícil 1;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Amortização Extra;Suporte;Falha de Sistema;Crítica;Difícil 2;Leonardo Veiga
Atendimento;FASCEMAR;Sistema de Empréstimo;Empréstimo - Integração Patrocinadora;Suporte;Falha de Sistema;Crítica;Fácil;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Fechamento;Suporte;Falha de Sistema;Crítica;Médio;Leonardo Veiga
Atendimento;CERES;Sistema Internet;Serviços online;Suporte;Falha de Sistema;Crítica;Fácil;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Concessão;Suporte;Falha de Sistema;Crítica;Fácil;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Integração com Internet;Suporte;Falha de Sistema;Alta;Médio;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Amortização Extra;Suporte;Falha de Sistema;Alta;Difícil 3;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Relatórios;Suporte;Falha de Sistema;Alta;Difícil 2;Leonardo Veiga
Atendimento;ALEPEPREV;Sistema Financeiro;Contábil - Fechamento;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;CERES;Sistema Internet;Serviços online;Suporte;Falha de Sistema;Crítica;Difícil 1;Leonardo Veiga
Atendimento;FABASA;Sistema de Empréstimo;Empréstimo - Integração Cobrança Banco;Suporte;Falha de Sistema;Crítica;Médio;Leonardo Veiga
Atendimento;FABASA;Sistema de Empréstimo;Empréstimo - Fechamento;Suporte;Falha de Sistema;Crítica;Difícil 3;Leonardo Veiga
Atendimento;ALEPEPREV;Sistema Financeiro;Contábil - Exportação Previc;Suporte;Falha de Operação;Crítica;Médio;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Fechamento;Suporte;Falha de Sistema;Crítica;Fácil;Leonardo Veiga
Atendimento;FABASA;Sistema de Benefícios;Benefício - Integração Banco;Suporte;Falha de Sistema;Alta;Médio;Leonardo Veiga
Atendimento;FABASA;Sistema de Empréstimo;Empréstimo - Integração Concessão Banco;Suporte;Falha de Sistema;Crítica;Fácil;Leonardo Veiga
Atendimento;CAPOF;Sistema Contábil;Contábil - Relatórios;Suporte;Falha de Sistema;Alta;Difícil 2;Leonardo Veiga
Atendimento;CAPOF;Sistema Contábil;Contabil - Encerramento de Exercicio;Suporte;Falha de Sistema;Crítica;Fácil;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Concessão;Suporte;Falha de Sistema;Crítica;Difícil 2;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Concessão;Suporte;Falha de Sistema;Alta;Difícil 1;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Amortização Extra;Suporte;Falha de Sistema;Alta;Médio;Leonardo Veiga
Atendimento;FASCEMAR;Sistema de Empréstimo;Script;Suporte;Falha de Sistema;Crítica;Fácil;Leonardo Veiga
Atendimento;FABASA;Sistema de Empréstimo;Empréstimo - Relatórios;Suporte;Falha de Sistema;Crítica;Difícil 2;Leonardo Veiga
Atendimento;FASCEMAR;Sistema de Empréstimo;Script;Suporte;Falha de Sistema;Crítica;Fácil;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Fechamento;Suporte;Falha de Sistema;Crítica;Difícil 1;Leonardo Veiga
Atendimento;FABASA;Sistema de Empréstimo;Empréstimo - Relatórios;Suporte;Falha de Sistema;Alta;Difícil 1;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Fechamento;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;CAPOF;Sistema de Empréstimo;Empréstimo - Fechamento;Suporte;Falha de Sistema;Crítica;Médio;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Relatórios;Suporte;Falha de Sistema;Alta;Difícil 1;Leonardo Veiga
Atendimento;FABASA;Sistema de Empréstimo;Empréstimo - Relatórios;Suporte;Falha de Sistema;Baixa;Fácil;Leonardo Veiga
Atendimento;FASCEMAR;Sistema de Empréstimo;Empréstimo - Fechamento;Suporte;Falha de Sistema;Crítica;Difícil 1;Leonardo Veiga
Atendimento;FABASA;Sistema de Empréstimo;Empréstimo - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;CERES;Sistema de Empréstimo;Empréstimo - Concessão;Suporte;Melhorias;Média;Fácil;Leonardo Veiga
Atendimento;FASCEMAR;Sistema de Empréstimo;Empréstimo - Amortização Extra;Suporte;Procedimento;Alta;Médio;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Fechamento;Suporte;Falha de Sistema;Alta;Difícil 3;Leonardo Veiga
Atendimento;FASCEMAR;Sistema de Empréstimo;Empréstimo - Integração com Benefício;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;CAPAF;Sistema Contábil;Contábil - Cadastro;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;CIBRIUS;Sistema de Investimento;Investimentos - Cadastro;Suporte;Falha de Sistema;Baixa;Fácil;Leonardo Veiga
Atendimento;CAPOF;Sistema Contábil;Contratos - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;CAPOF;Sistema Contábil;Contábil - Relatórios;Suporte;Falha de Sistema;Alta;Médio;Leonardo Veiga
Atendimento;GEIPREV;Sistema de Investimento;Investimentos - Renda Variável;Requisição;Procedimento;Alta;Difícil 3;Leonardo Veiga
Atendimento;FASCEMAR;Sistema de Empréstimo;Empréstimo - Fechamento;Suporte;Falha de Sistema;Crítica;Fácil;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Fechamento;Suporte;Falha de Sistema;Crítica;Difícil 1;Leonardo Veiga
Atendimento;CIBRIUS;Sistema de Imóveis;Imóveis - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;CERES;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;FABASA;Sistema Contábil;Contábil - Exportação RF (SPED, EFD, etc);Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;SERGUS;Sistema Financeiro;Financeiro - Banco Conciliado;Suporte;Falha de Sistema;Média;Fácil;Leonardo Veiga
Atendimento;BANESES;Atenaprev.Net - Financeiro;Financeiro - Valores a Pagar;Suporte;Falha de Sistema;Crítica;Fácil;Leonardo Veiga
Atendimento;BANESES;Atenaprev.Net - Financeiro;Financeiro - Valores a Pagar;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;CERES;Sistema de Empréstimo;Empréstimo - Concessão;Suporte;Falha de Sistema;Crítica;Fácil;Leonardo Veiga
Atendimento;ODP;Atenaprev.Net - Portal – Área Restrita;Serviços online;Suporte;Falha de Sistema;Crítica;Fácil;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Fechamento;Suporte;Falha de Sistema;Crítica;Médio;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Fechamento;Suporte;Falha de Sistema;Crítica;Fácil;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Amortização Extra;Suporte;Falha de Sistema;Alta;Médio;Leonardo Veiga
Atendimento;FABASA;Sistema de Empréstimo;Empréstimo - Liquidação;Suporte;Falha de Sistema;Alta;Médio;Leonardo Veiga
Atendimento;FASCEMAR;Sistema de Empréstimo;Empréstimo - Fechamento;Suporte;Falha de Sistema;Média;Fácil;Leonardo Veiga
Atendimento;BANESES;Atenaprev.Net - Investimento;Investimentos - Cadastro;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;FASCEMAR;Sistema de Empréstimo;Empréstimo - Fechamento;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;FASCEMAR;Sistema de Empréstimo;Empréstimo - Fechamento;Suporte;Falha de Sistema;Crítica;Fácil;Leonardo Veiga
Atendimento;ODP;Atenaprev.Net - Financeiro;Financeiro - Integração;Suporte;Falha de Sistema;Média;Fácil;Leonardo Veiga
Atendimento;BASES;Sistema de Empréstimo;Empréstimo - Boleto;Suporte;Falha de Sistema;Crítica;Médio;Leonardo Veiga
Atendimento;FACEAL;Atenaprev.Net - Empréstimo;Empréstimo - Fechamento;Suporte;Falha de Sistema;Crítica;Médio;Leonardo Veiga
Atendimento;BANESES;Atenaprev.Net - Investimento;"Investimentos - Fechamento Renda Fixa ";Suporte;Procedimento;Alta;Fácil;Leonardo Veiga
Atendimento;FABASA;Sistema de Empréstimo;Empréstimo - Parâmetros;Suporte;Procedimento;Crítica;Fácil;Leonardo Veiga
Atendimento;ODP;Atenaprev.Net - Financeiro;Contábil - Movimentação;Suporte;Procedimento;Alta;Fácil;Leonardo Veiga
Atendimento;FASCEMAR;Sistema de Empréstimo;Empréstimo - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;FACEAL;Atenaprev.Net - Financeiro;Empréstimo - Fechamento;Suporte;Falha de Sistema;Crítica;Médio;Leonardo Veiga
Atendimento;BANESES;Atenaprev.Net - Financeiro;Financeiro - Banco Conciliado;Suporte;Falha de Sistema;Crítica;Fácil;Leonardo Veiga
Atendimento;PORTUS;Atenaprev.Net - Financeiro;Financeiro - Valores a Pagar;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Fechamento;Suporte;Falha de Sistema;Crítica;Médio;Leonardo Veiga
Atendimento;FACEAL;Atenaprev.Net - Empréstimo;Empréstimo - Concessão;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;BANESES;Manifestação de Cliente;Financeiro - Fechamento;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;CIBRIUS;Sistema de Investimento;"Investimentos - Fechamento Renda Fixa ";Suporte;Falha de Operação;Alta;Fácil;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Movimentação;Suporte;Falha de Sistema;Alta;Médio;Leonardo Veiga
Atendimento;FUNCASAL;Sistema de Empréstimo;Empréstimo - Liquidação;Suporte;Falha de Operação;Média;Fácil;Leonardo Veiga
Atendimento;FUNCASAL;Sistema de Empréstimo;Empréstimo - Movimentação;Suporte;Falha de Sistema;Alta;Médio;Leonardo Veiga
Atendimento;FACEAL;Atenaprev.Net - Financeiro;Financeiro - Fechamento;Suporte;Falha de Sistema;Crítica;Médio;Leonardo Veiga
Atendimento;FACEAL;Atenaprev.Net - Empréstimo;Empréstimo - Integração Contábil;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;FACEAL;Atenaprev.Net - Financeiro;Financeiro - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;FACEAL;Atenaprev.Net - Financeiro;Empréstimo - Integração Patrocinadora;Suporte;Falha de Sistema;Crítica;Médio;Leonardo Veiga
Atendimento;FABASA;Sistema de Empréstimo;Empréstimo - Liquidação;Suporte;Falha de Sistema;Crítica;Médio;Leonardo Veiga
Atendimento;BRF;Atenaprev.Net - Contratos;Contratos - Cadastro;Suporte;Falha de Sistema;Média;Médio;Leonardo Veiga
Atendimento;ODP;Atenaprev.Net - Financeiro;Financeiro - Integração;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;BANESES;Atenaprev.Net - Investimento;Investimentos - Fundos;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;BANESES;Atenaprev.Net - Investimento;Investimentos - Renda Variável;Suporte;Falha de Sistema;Alta;Médio;Leonardo Veiga
Atendimento;ALEPEPREV;Sistema Contábil;Contratos - Integração;Suporte;Falha de Sistema;Crítica;Fácil;Leonardo Veiga
Atendimento;FUNCASAL;Sistema de Empréstimo;Empréstimo - Liquidação;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;FACEAL;Atenaprev.Net - Empréstimo;Empréstimo - Movimentação;Suporte;Falha de Sistema;Crítica;Fácil;Leonardo Veiga
Atendimento;FACEAL;Atenaprev.Net - Financeiro;Financeiro - Integração;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;FACEAL;Atenaprev.Net - Empréstimo;Empréstimo - Concessão;Suporte;Falha de Sistema;Crítica;Fácil;Leonardo Veiga
Atendimento;BANESES;Atenaprev.Net - Investimento;Investimentos - Fundos;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;FUNCASAL;Sistema de Empréstimo;Empréstimo - Liquidação;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;FACEAL;Atenaprev.Net - Empréstimo;Empréstimo - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;FACEAL;Atenaprev.Net - Empréstimo;Empréstimo - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;FACEAL;Atenaprev.Net - Empréstimo;Empréstimo - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;SERGUS;Sistema Contábil;Contábil - Exportação Previc;Suporte;Falha de Sistema;Crítica;Fácil;Leonardo Veiga
Atendimento;FACEAL;Atenaprev.Net - Empréstimo;Empréstimo - Concessão;Suporte;Falha de Sistema;Média;Fácil;Leonardo Veiga
Atendimento;FACEAL;Atenaprev.Net - Empréstimo;Empréstimo - Movimentação;Suporte;Falha de Sistema;Alta;Fácil;Leonardo Veiga
Atendimento;FACEAL;Atenaprev.Net - Empréstimo;Empréstimo - Concessão;Suporte;Falha de Sistema;Média;Fácil;Leonardo Veiga
Atendimento;CAPOF;Sistema de Empréstimo;Empréstimo - Movimentação;Suporte;Falha de Sistema;Média;Fácil;Leonardo Veiga
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Fechamento;Suporte;Falha de Sistema;Crítica;Fácil;Leonardo Veiga
